ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,United States,23842510848,1,"Williams-Sonoma, Inc. operates as an omni-channel specialty retailer of various products for home the United States and internationally.",$23.8B,False
SYF,Synchrony Financial,Financial Services,Credit Services,United States,23730921472,12,"Synchrony Financial, together with its subsidiaries, operates as a consumer financial services company in the United States. The company provides credit products, such as credit cards, commercial credit products, and consumer installment loans.",$23.7B,True
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,United States,23563065344,1,"Dollar General Corporation, a discount retailer, provides various merchandise products in the southern, southwestern, midwestern, and eastern United States. It offers consumable products, including paper towels, bath tissues, paper dinnerware, trash and storage bags, disinfectants, and laundry products; packaged food, such as cereals, pasta, canned soups, canned meats, fruits and vegetables, condiments, spices, sugar, and flour; and perishables, including milk, eggs, bread, refrigerated and frozen food, beer, wine, and produce; candy, cookies, crackers, salty snacks, and carbonated beverages; over-the-counter medicines and personal care products including soap, body wash, shampoo, cosmetics, dental hygiene and foot care products; pet supplies and pet food; and tobacco products.",$23.6B,False
KEY,KeyCorp,Financial Services,Banks - Regional,United States,23519444992,12,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking products and services in the United States. It operates in two segments, Consumer Bank and Commercial Bank.",$23.5B,True
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,United States,23448979456,12,"Verisk Analytics, Inc. engages in the provision of data analytics and technology solutions to the insurance industry in the United States and internationally.",$23.4B,False
HPQ,HP Inc.,Technology,Computer Hardware,United States,23210584064,10,"HP Inc. provides personal computing, printing, 3D printing, hybrid work, gaming, and other related technologies in the United States and internationally.",$23.2B,False
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,Switzerland,23014031360,12,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services in the Americas, Europe, Asia, and internationally.",$23.0B,False
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,United States,22811963392,12,"Corpay, Inc. operates as a payments company that helps businesses and consumers to manage and pay their expenses.",$22.8B,False
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,United States,22687780864,12,"Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide.",$22.7B,True
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,United States,22594412544,12,"T. Rowe Price Group, Inc.",$22.6B,True
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,United States,22592571392,12,"Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products.",$22.6B,False
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,United States,22589566976,12,"West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems for injectable drugs and healthcare products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific.",$22.6B,False
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,United States,22448859136,5,"Darden Restaurants, Inc., together with its subsidiaries, owns and operates full-service restaurants in the United States and Canada. The company operates under Olive Garden, LongHorn Steakhouse, Cheddar's Scratch Kitchen, Chuy's, Yard House, Ruth's Chris Steak House, The Capital Grille, Seasons 52, Eddie V's Prime Seafood, Bahama Breeze, The Capital Burger, Darden and Darden Restaurants brand names.",$22.4B,False
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,United States,22426576896,12,"Rollins, Inc., through its subsidiaries, provides pest and wildlife control services and protection to residential and commercial customers in the United States and internationally. The company offers pest control services to residential properties protecting from common pests, including rodents, insects, and wildlife.",$22.4B,False
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,United States,22422149120,12,"PulteGroup, Inc., through its subsidiaries, engages in the homebuilding business in the United States. The company is involved in the acquisition and development of land primarily for residential purposes, as well as construction of housing; and sale of single-family detached homes; and attached homes, such as townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, and John Wieland Homes and Neighborhoods brands.",$22.4B,False
FFIV,"F5, Inc.",Technology,Software - Infrastructure,United States,22352742400,9,"F5, Inc. provides multicloud application security and delivery solutions in the United States, Europe, the Middle East, Africa, and the Asia Pacific region.",$22.4B,False
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,United States,22349107200,11,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding South Central, Homebuilding West, Financial Services, Multifamily, and Lennar Other segments.",$22.3B,False
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,United States,22190669824,3,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally. The company offers apparel, including a range of men's, women's, and children's clothing; footwear and accessories, which comprise casual shoes, dress shoes, boots, sneakers, sandals, eyewear, watches, fashion and fine jewelry, scarves, hats, gloves, and umbrellas, as well as leather goods comprising handbags, luggage, small leather goods, and belts; home products, such as bed and bath lines, furniture, fabric and wall coverings, lighting, dining, floor coverings, decorative accessories, and giftware; and fragrances.",$22.2B,False
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,United States,22176632832,12,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation and related logistics and supply chain services in the United States and internationally.",$22.2B,False
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,United States,21982287872,12,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. It operates in two segments, Columbia Operations and NIPSCO Operations.",$22.0B,False
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,United States,21905491968,12,CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates through three segments: Electric Utility; Gas Utility; and NorthStar Clean Energy.,$21.9B,False
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,United States,21830445056,12,"Quest Diagnostics Incorporated provides diagnostic testing and services in the United States. The company develops and delivers diagnostic information services, such as routine, non-routine and advanced clinical testing, anatomic pathology testing, and other diagnostic information services.",$21.8B,False
